Date,Close,High,Low,Open,Volume,symbol
2021-03-08,719.6167602539062,736.4291294470709,716.301645201733,730.2724872073204,15117050,HDFCBANK
2021-03-09,739.9810180664062,741.4964760669994,728.4965126660156,731.6932306640625,15066696,HDFCBANK
2021-03-10,736.7842407226562,745.9008061309231,735.0793361565595,744.4800426906737,11055016,HDFCBANK
2021-03-12,734.984619140625,757.7405377905536,726.9810309590243,757.7405377905536,15631204,HDFCBANK
2021-03-15,723.9500732421875,733.3034332122131,717.6276870525,733.3034332122131,12230386,HDFCBANK
2021-03-16,716.1358032226562,729.5146585706096,715.1175778906098,725.0155744712979,13722366,HDFCBANK
2021-03-17,708.1795043945312,728.8516234041614,705.7405156649922,721.8662033617888,21064428,HDFCBANK
2021-03-18,706.119384765625,720.8243085586888,701.4545566632114,715.9463312672258,18065540,HDFCBANK
2021-03-19,709.1978149414062,715.6859454495183,698.0922028335087,703.2779667365531,21235020,HDFCBANK
2021-03-22,695.7715454101562,707.9664315664949,691.6276520560606,707.9664315664949,14015632,HDFCBANK
2021-03-23,710.4527587890625,713.9099150865279,695.7478342871996,696.1740748748355,19761428,HDFCBANK
2021-03-24,700.3417358398438,713.4363936460627,696.6477274847226,706.0721372637486,16368900,HDFCBANK
2021-03-25,693.0247192382812,708.2742816057414,686.8207304085842,705.7405405403921,23964356,HDFCBANK
2021-03-26,706.261474609375,709.9080773660381,698.0683829469915,707.5401384822288,12021258,HDFCBANK
2021-03-30,735.8134155273438,740.0047142264807,711.1158555293341,713.5311419893512,25607644,HDFCBANK
2021-03-31,707.3744506835938,733.1139368392285,704.698667969491,733.1139368392285,30774506,HDFCBANK
2021-04-01,704.106689453125,710.0975869218903,693.8061543963869,710.0975869218903,35763762,HDFCBANK
2021-04-05,686.5127563476562,703.277773417589,677.7040362024039,700.9098347865533,16006586,HDFCBANK
2021-04-06,682.0848388671875,692.6932173036304,678.4855830970582,691.4381980531808,15075734,HDFCBANK
2021-04-07,685.3762817382812,689.87536610547,673.228800195683,681.6349841449041,25088180,HDFCBANK
2021-04-08,678.556640625,691.8644465891563,677.4673655322455,688.123091309579,17613592,HDFCBANK
2021-04-09,673.323486328125,678.5566548887363,670.1741157477531,675.3362345728195,28157816,HDFCBANK
2021-04-12,647.4182739257812,662.54938215217,640.7643417097112,659.7078551379362,22549128,HDFCBANK
2021-04-13,663.1886596679688,666.0775336661652,644.5529914266166,647.8681060041231,18600682,HDFCBANK
2021-04-15,677.2780151367188,680.4036835802575,658.7607406042946,665.3909709195067,34444984,HDFCBANK
2021-04-16,676.5911865234375,684.3343350848605,674.152197919238,679.5747548202479,15606526,HDFCBANK
2021-04-19,668.8953857421875,671.4053662659722,649.9045275050281,658.2870080077744,24069242,HDFCBANK
2021-04-20,658.9500732421875,675.5256461606865,655.4218094629292,674.8626116817444,23186270,HDFCBANK
2021-04-22,673.6786499023438,675.7151005800558,649.3125805575211,653.551168270815,38485312,HDFCBANK
2021-04-23,669.7241821289062,679.4090292715103,663.1175977980581,667.285193457898,22713528,HDFCBANK
2021-04-26,665.296142578125,676.7569438349715,664.3252644958056,669.1795392853847,30170952,HDFCBANK
2021-04-27,681.350830078125,682.9136931382856,665.2962478960185,666.4565150269433,20592906,HDFCBANK
2021-04-28,699.39453125,700.4364013527586,677.7041854873546,680.1905215976332,24103940,HDFCBANK
2021-04-29,697.3580322265625,712.1103036895167,691.9117725521276,703.8461619317026,24078552,HDFCBANK
2021-04-30,668.8480224609375,688.5019146739703,666.5747780685216,684.3343192248765,35232902,HDFCBANK
2021-05-03,669.8662719726562,673.394535934582,652.2725306270976,659.7078363110799,22473700,HDFCBANK
2021-05-04,657.5055541992188,673.9153816245907,655.113970700858,667.7350382400332,21486328,HDFCBANK
2021-05-05,664.2542724609375,667.5693872393219,654.3562753461298,663.4965435023666,14421612,HDFCBANK
2021-05-06,663.44921875,668.1377499432683,660.6550389228186,666.6222341637894,11477044,HDFCBANK
2021-05-07,670.00830078125,674.838872933729,667.877155806155,669.1558196668091,12048334,HDFCBANK
2021-05-10,672.423583984375,677.2305114143073,669.0848248909298,675.809748103648,11060050,HDFCBANK
2021-05-11,664.7042236328125,674.4837660986876,660.678727067445,661.128612382698,14519034,HDFCBANK
2021-05-12,662.7860717773438,667.0957088419191,657.7423505585303,662.9044687176398,13774926,HDFCBANK
2021-05-14,656.795166015625,662.5019215839199,654.6640211195654,660.3470741757243,10604142,HDFCBANK
2021-05-17,682.0848388671875,683.1977586511666,654.1668607756777,660.726040338843,15120692,HDFCBANK
2021-05-18,699.34716796875,702.2123976389103,689.0703345571502,690.9409834750115,22165280,HDFCBANK
2021-05-19,690.585693359375,700.3652928007363,687.9099685903982,696.2687468484748,10130916,HDFCBANK
2021-05-20,678.556640625,694.2323856507859,676.5201899075936,690.6567745433202,10684184,HDFCBANK
2021-05-21,709.10302734375,711.2815196347564,683.3871869956029,683.3871869956029,19341646,HDFCBANK
2021-05-24,715.0938720703125,720.066543946563,709.6713149106149,711.9208569498711,22146102,HDFCBANK
2021-05-25,700.4126586914062,716.8935373735985,696.41086487721,715.3543770125982,19236974,HDFCBANK
2021-05-26,699.5130004882812,704.2251767645505,696.1741828136444,700.910061608295,12283990,HDFCBANK
2021-05-27,702.1650390625,705.172310355068,692.5985297827585,697.6422519596574,20439496,HDFCBANK
2021-05-28,712.0155639648438,716.5383506375555,700.3179682784436,706.0720716848272,17750020,HDFCBANK
2021-05-31,717.8881225585938,719.6167297533075,704.4619187285587,710.3817667851011,15661054,HDFCBANK
2021-06-01,715.9226684570312,723.168585066384,713.8152258292779,719.9955698673149,11030162,HDFCBANK
2021-06-02,712.2760620117188,715.2122832918838,707.0665961326437,715.1175888548506,10624016,HDFCBANK
2021-06-03,720.1139526367188,722.1976927085534,704.5802496675188,714.1704026204795,10287260,HDFCBANK
2021-06-04,710.8316650390625,720.1613804324387,710.0028862960756,717.959185353156,9424476,HDFCBANK
2021-06-07,710.3106689453125,717.0119480537238,708.4873674295712,715.1175968039121,8091668,HDFCBANK
2021-06-08,702.3544311523438,710.9974087636919,701.6203469157421,708.7478666456698,9872540,HDFCBANK
2021-06-09,701.0520629882812,711.3288954100806,697.1449635294709,702.7569675535597,10223442,HDFCBANK
2021-06-10,701.4072265625,705.1722264064853,697.90266531903,701.9044590603982,11483540,HDFCBANK
2021-06-11,703.917236328125,708.7478667213167,701.4072555985663,706.1194312271526,7205974,HDFCBANK
2021-06-14,700.6494750976562,703.7514984338662,692.645887212192,700.0811928397461,8881964,HDFCBANK
2021-06-15,705.7642211914062,708.4873510500545,698.447312782573,703.751473035014,7569602,HDFCBANK
2021-06-16,703.0885009765625,707.5402382681639,700.0101799934681,704.6987112068459,7702098,HDFCBANK
2021-06-17,694.3272094726562,700.3181079771506,691.4383348413456,694.2798622448032,9283802,HDFCBANK
2021-06-18,700.8152465820312,705.6458189970701,689.0702460676088,695.9372691383855,11938060,HDFCBANK
2021-06-21,705.0301513671875,706.4983198306301,690.9646164997872,692.0775362938388,7260472,HDFCBANK
2021-06-22,702.7095336914062,714.1703342330787,700.9098770987775,708.9608689303176,14366824,HDFCBANK
2021-06-23,703.5147094726562,709.3398628067645,700.2469419391567,705.645854671328,7844868,HDFCBANK
2021-06-24,713.3416748046875,716.7514840843272,704.6986968360997,705.6458725038901,14785024,HDFCBANK
2021-06-25,717.5328979492188,720.8006654850395,713.6968481510871,715.6385466601647,10383176,HDFCBANK
2021-06-28,714.3361206054688,721.2741931855088,712.749613095332,719.853429837146,9356786,HDFCBANK
2021-06-29,714.4313354492188,717.3564596471477,709.722512551715,716.7857178673613,10971692,HDFCBANK
2021-06-30,712.4574584960938,717.7370233979096,710.6500126812062,712.5050106362283,9679022,HDFCBANK
2021-07-01,707.154052734375,714.4075246053683,705.3704121103602,714.4075246053683,16911442,HDFCBANK
2021-07-02,704.1337890625,708.3431694594663,702.516609898695,706.321710020015,14827036,HDFCBANK
2021-07-05,711.2920532226562,715.5965956833905,706.1076510887453,708.6760470569808,7373882,HDFCBANK
2021-07-06,729.9608764648438,732.4817785375456,711.5537277221872,712.029365240718,17669032,HDFCBANK
2021-07-07,732.2439575195312,735.0264253821098,726.6314115936917,729.627951175681,9629190,HDFCBANK
2021-07-08,723.1829833984375,731.3877299302179,719.853521037715,725.3471571573934,8420922,HDFCBANK
2021-07-09,714.407470703125,721.0663951970289,712.2671021157987,719.425469171231,10695842,HDFCBANK
2021-07-12,707.2730102539062,714.4075732356201,705.8460976575634,714.4075732356201,14458978,HDFCBANK
2021-07-13,714.3361206054688,716.3575798470209,705.8935555378092,711.6012051610156,18178142,HDFCBANK
2021-07-14,713.052001953125,716.95220640485,709.2230966806467,712.2671884304233,9788494,HDFCBANK
2021-07-15,723.3019409179688,726.1795710886405,713.2898061320276,715.8344552077314,10438802,HDFCBANK
2021-07-16,724.0867919921875,727.7016256569119,722.3983135745475,726.7503505840253,5170628,HDFCBANK
2021-07-19,699.6627807617188,708.1528987460736,697.2845931996463,707.2729809603507,25111600,HDFCBANK
2021-07-20,686.416259765625,691.5769149534121,683.0867973139923,685.8692650363275,24174250,HDFCBANK
2021-07-22,689.0560302734375,698.4736760969855,687.2961947294137,692.5757594227039,13207114,HDFCBANK
2021-07-23,686.22607421875,693.2179229686257,682.6825977011295,690.3879027749199,13126684,HDFCBANK
2021-07-26,682.3258056640625,686.8205568594655,679.2579089216915,680.161631792961,13167166,HDFCBANK
2021-07-27,684.799072265625,689.6268043734378,683.0629838249257,683.0629838249257,22401430,HDFCBANK
2021-07-28,674.12109375,684.2996904317964,667.7950913834882,682.5636598981887,20670342,HDFCBANK
2021-07-29,674.5728759765625,680.1378114327916,672.2184936053619,679.3292509173456,13702230,HDFCBANK
2021-07-30,678.47314453125,680.994046713365,669.6738500565182,674.9296680888878,11655488,HDFCBANK
2021-08-02,676.6657104492188,682.5398220441142,673.6216187944088,682.5398220441142,13258786,HDFCBANK
2021-08-03,682.3970947265625,684.8704445513364,670.6488717578449,670.6488717578449,12033120,HDFCBANK
2021-08-04,696.95166015625,701.3275019831323,684.9180080404954,685.393645546079,22053948,HDFCBANK
2021-08-05,706.2503051757812,716.8094921374355,693.1940794890436,697.8077398506728,18822408,HDFCBANK
2021-08-06,709.9603271484375,713.4562511669117,701.0896761466853,705.632037503602,13339270,HDFCBANK
2021-08-09,715.3112182617188,716.9521443443277,702.0409209486176,709.6511206336975,10998048,HDFCBANK
2021-08-10,717.094970703125,722.8501735007229,708.2243186988494,708.2243186988494,14838346,HDFCBANK
2021-08-11,711.0542602539062,722.4220081617676,709.1993204454371,720.5432632537157,12585786,HDFCBANK
2021-08-12,714.1221923828125,717.0711218163615,708.3669899366287,712.0293756584126,8597674,HDFCBANK
2021-08-13,725.91796875,728.2010520986385,713.9319263227017,714.027030603386,16658428,HDFCBANK
2021-08-16,728.0107421875,730.1035587891065,723.6586474723767,725.8941785477451,6252778,HDFCBANK
2021-08-17,720.42431640625,724.8715152055369,715.977117606963,721.6371571363015,8282666,HDFCBANK
2021-08-18,719.6395874023438,744.539200641727,717.4278612617312,740.424924369185,22985932,HDFCBANK
2021-08-20,720.4718627929688,722.8738552579924,706.8210905316265,706.8210905316265,13150406,HDFCBANK
2021-08-23,725.1569213867188,729.2236452390042,717.570526480986,727.6540182634369,10843054,HDFCBANK
2021-08-24,741.447509765625,744.1348732691891,726.5124805626797,727.725379419533,18381314,HDFCBANK
2021-08-25,740.7578735351562,744.2776027396884,736.2868693056814,738.2369714945701,7727974,HDFCBANK
2021-08-26,739.521240234375,747.2265448434088,734.122707926727,737.2381569110653,11119002,HDFCBANK
2021-08-27,736.5008544921875,741.35239176859,734.9788377356009,738.189390820678,6382138,HDFCBANK
2021-08-30,745.9185791015625,746.75094480437,737.9992023740358,739.9017525518813,9049166,HDFCBANK
2021-08-31,752.1731567382812,753.100626642032,743.040881869667,743.6592338463132,12062576,HDFCBANK
2021-09-01,751.0792236328125,760.0687847011596,748.8913025732014,749.1291213418814,12422558,HDFCBANK
2021-09-02,755.7880249023438,757.2149374729586,747.3454588595391,748.701014189379,9618524,HDFCBANK
2021-09-03,749.6286010742188,760.0688223113899,745.9424099772768,754.4087237244855,10735334,HDFCBANK
2021-09-06,744.7056274414062,751.959099481168,742.9219867758911,751.4834619703639,7876896,HDFCBANK
2021-09-07,746.3941650390625,752.4585433116437,739.7114347769459,743.1836118359313,7245496,HDFCBANK
2021-09-08,749.794921875,751.7450238964017,744.6580139570113,747.6783002895594,6724080,HDFCBANK
2021-09-09,746.0850219726562,751.2456775887658,742.47018833739,748.6534762607636,8250948,HDFCBANK
2021-09-13,739.8779296875,753.4097932161694,738.9742068333936,742.9457683103893,8959164,HDFCBANK
2021-09-14,736.5485229492188,744.134918355455,735.620994925657,741.994549462774,9758506,HDFCBANK
2021-09-15,735.7161254882812,739.521225577569,730.1035796320939,730.1035796320939,14822998,HDFCBANK
2021-09-16,741.9707641601562,744.0398339272692,730.7219826841075,731.4116338989961,10260550,HDFCBANK
2021-09-17,752.5298461914062,755.7879512981008,741.6139312525427,746.2752017537572,20498102,HDFCBANK
2021-09-20,741.9232177734375,752.3158865869241,741.0432999217188,743.8971252102491,8781610,HDFCBANK
2021-09-21,738.1656494140625,746.1088310873976,727.2259861061681,742.9458298665662,14774996,HDFCBANK
2021-09-22,729.4852294921875,737.3095014073501,727.7253939209189,736.7625066558845,10582202,HDFCBANK
2021-09-23,746.7508544921875,747.7021294660628,733.4330048579319,733.4330048579319,13664304,HDFCBANK
2021-09-24,761.7572631835938,764.8012967419484,749.1290643037012,751.031614308282,20806702,HDFCBANK
2021-09-27,772.9584350585938,777.9050763215514,764.825045995142,768.487431262051,16415462,HDFCBANK
2021-09-28,768.1784057617188,776.2404385627441,752.4585623812875,776.2404385627441,12773790,HDFCBANK
2021-09-29,758.0947875976562,764.1591654813507,753.9567647367983,759.5930572752828,16263036,HDFCBANK
2021-09-30,758.6179809570312,764.0402598802681,752.9816883907416,754.3610487049043,15975348,HDFCBANK
2021-10-01,752.7914428710938,755.7879823250635,744.4915917774107,752.9341573446038,11128596,HDFCBANK
2021-10-04,754.2421264648438,761.6620594673581,753.219494280695,755.7879482595848,7051028,HDFCBANK
2021-10-05,758.8557739257812,759.8308539581632,749.723557778751,757.2148478881977,10257178,HDFCBANK
2021-10-06,768.1070556640625,773.7909008998,754.8367570191563,759.1174947716279,18600830,HDFCBANK
2021-10-07,766.0142822265625,774.1952249469945,764.3495507842819,773.6720352488085,11265724,HDFCBANK
2021-10-08,762.280517578125,771.4840923948822,761.0914237242488,766.7277169793773,7245562,HDFCBANK
2021-10-11,777.0965576171875,782.4236743028476,760.5443496718865,760.9724350269096,13080848,HDFCBANK
2021-10-12,775.098876953125,780.7827800509983,772.9109560129631,772.9109560129631,8176946,HDFCBANK
2021-10-13,779.7601928710938,783.8506640933167,775.2891883932683,778.6186511655094,6225644,HDFCBANK
2021-10-14,802.5907592773438,803.827405211579,779.094254281992,779.094254281992,14757288,HDFCBANK
2021-10-18,794.4573364257812,820.4746843514532,792.9115145567133,810.9619343879581,28856456,HDFCBANK
2021-10-19,803.2090454101562,804.9926860848645,794.7902846500209,796.9068483595202,8987540,HDFCBANK
2021-10-20,796.1458740234375,807.9892602226093,791.6748695952446,803.3993464110135,10908568,HDFCBANK
2021-10-21,797.3112182617188,799.9985238690318,789.9625835542432,795.1708493673277,9738190,HDFCBANK
2021-10-22,799.4277954101562,812.3889183760505,794.6714200098281,799.1186193968903,12175554,HDFCBANK
2021-10-25,788.1314086914062,803.8274476092195,767.5838900598493,803.8274476092195,16426766,HDFCBANK
2021-10-26,786.10986328125,796.1458027295024,783.0657717264866,784.8018601809484,12090656,HDFCBANK
2021-10-27,781.3773193359375,791.9602538614304,778.761313048737,786.1098893037489,13249642,HDFCBANK
2021-10-28,757.9758911132812,784.8018571141539,754.9080525326855,784.8018571141539,17797750,HDFCBANK
2021-10-29,752.8628540039062,761.9713243308421,741.9945480375242,756.2636739613226,12406874,HDFCBANK
2021-11-01,763.5408935546875,766.252004050304,753.1957780437663,753.885429186674,8122320,HDFCBANK
2021-11-02,764.2305297851562,771.484001438633,761.0437818569678,763.8738016710508,13237722,HDFCBANK
2021-11-03,752.1968994140625,765.728821094555,749.3906846195152,763.4457378753382,10207338,HDFCBANK
2021-11-04,758.1423950195312,759.9973929432354,756.3112021961033,758.6418376355663,1096808,HDFCBANK
2021-11-08,761.1388549804688,763.2554184797219,746.9648352689229,757.2623980202548,18943580,HDFCBANK
2021-11-09,747.821044921875,758.4515312291761,746.2990281757783,758.4515312291761,12695476,HDFCBANK
2021-11-10,739.7352905273438,746.2753067593006,737.2381934205965,745.7996692151582,13714126,HDFCBANK
2021-11-11,736.4295654296875,739.5687613215156,730.3889343351215,737.2619310557671,7999404,HDFCBANK
2021-11-12,738.6649780273438,741.5426078951424,734.8836834312771,737.2380656422298,14914092,HDFCBANK
2021-11-15,740.6865844726562,747.6308811816832,739.3310290495845,742.9934150082311,9533594,HDFCBANK
2021-11-16,736.286865234375,740.6627071004274,733.2427735591466,739.6163278032643,8245406,HDFCBANK
2021-11-17,728.1058959960938,734.3842876661621,727.0119065399798,731.007273085122,7598878,HDFCBANK
2021-11-18,732.1964721679688,734.1465745535659,725.4661890753654,725.846722348215,9152874,HDFCBANK
2021-11-22,720.75732421875,738.5223744689714,713.004467265438,735.3356262214785,15261272,HDFCBANK
2021-11-23,720.8525390625,726.6790992677163,711.720262924527,714.4076267946884,11235214,HDFCBANK
2021-11-24,722.0415649414062,730.7456967746908,720.1390148495992,724.8715849784808,30802286,HDFCBANK
2021-11-25,725.799072265625,729.2950545918285,716.7857642148182,720.4957602069751,10251652,HDFCBANK
2021-11-26,708.65234375,716.6430191487968,706.3217083190601,713.4562710293536,18624936,HDFCBANK
2021-11-29,714.0507202148438,717.0948115002752,695.3819503441143,710.9828818936928,12990996,HDFCBANK
2021-11-30,710.388427734375,727.2497542737889,707.058965157582,711.0780789007943,25221542,HDFCBANK
2021-12-01,715.6679077148438,716.809449218188,708.2717220709286,711.0779946654629,8677634,HDFCBANK
2021-12-02,725.7039184570312,727.15463606218,713.4562527842353,715.596621542588,11203110,HDFCBANK
2021-12-03,719.9011840820312,730.5554179694886,716.8095402344054,725.7277436410184,8124694,HDFCBANK
2021-12-06,715.263671875,722.3982341371078,712.1957752655638,719.6395135046063,7029532,HDFCBANK
2021-12-07,725.6801147460938,728.6766542380091,718.165077039117,720.0913740885894,12427534,HDFCBANK
2021-12-08,739.0455932617188,739.6401401548495,729.6279472500399,730.5792222790491,15295534,HDFCBANK
2021-12-09,726.22705078125,739.4735425502554,723.9202206915519,734.9549866392372,11747744,HDFCBANK
2021-12-10,724.181884765625,726.7740858657247,717.4753496970789,725.2996212566436,7779384,HDFCBANK
2021-12-13,718.7596435546875,731.3640377223576,716.8808405306988,725.8228490514963,10322142,HDFCBANK
2021-12-14,714.62158203125,721.0664937719724,712.0531858243114,714.6453871321823,9191100,HDFCBANK
2021-12-15,713.456298828125,724.5624236009718,711.387287173768,714.8832114257813,10115148,HDFCBANK
2021-12-16,713.5038452148438,721.5421310623909,710.6024679019197,719.5444766662719,13210432,HDFCBANK
2021-12-17,700.6378784179688,716.3101116196879,698.0931712139019,712.0293739008451,14994768,HDFCBANK
2021-12-20,678.0925903320312,693.4794513193636,672.5989541701382,690.6256264168148,21156668,HDFCBANK
2021-12-21,685.774169921875,690.0311023174055,680.1616242039565,684.6801804486681,9118750,HDFCBANK
2021-12-22,687.391357421875,692.5282661369407,682.8728007403497,690.7684304433625,8577484,HDFCBANK
2021-12-23,686.8681640625,693.3844332367066,683.4197918766113,691.2202591921077,9779166,HDFCBANK
2021-12-24,684.394775390625,690.6256147099941,679.2103152933,687.5339711179728,5561024,HDFCBANK
2021-12-27,690.054931640625,691.5769484677854,676.4279051909655,679.6384584249116,4705098,HDFCBANK
2021-12-28,694.811279296875,697.7126564182305,691.2915502045277,694.7636690981695,5450678,HDFCBANK
2021-12-29,691.505615234375,694.9064352050838,688.4377763732563,692.5520526429435,7668702,HDFCBANK
2021-12-30,695.1442260742188,697.6888751595437,687.2962071004079,693.7173135335258,7215918,HDFCBANK
2021-12-31,703.6581420898438,706.2265962494574,695.1442190705774,695.1442190705774,6325736,HDFCBANK
2022-01-03,722.802490234375,724.3958641407609,704.1812717402472,706.3216403473604,9069184,HDFCBANK
2022-01-04,727.0357666015625,729.1047782359835,717.166287896205,722.9690425129386,8857352,HDFCBANK
2022-01-05,744.3013305664062,747.7021503050373,726.8216524342752,730.9597335226943,14332638,HDFCBANK
2022-01-06,732.36279296875,739.4973550044904,727.749132743457,733.9086147431605,9628930,HDFCBANK
2022-01-07,737.499755859375,745.2050602081262,730.5316548059,734.3843069802756,11179384,HDFCBANK
2022-01-10,741.5902099609375,747.7021401431209,735.0977465592833,741.0432152309048,8856496,HDFCBANK
2022-01-11,744.80078125,746.1325314282669,736.191754015291,742.731769713943,8389198,HDFCBANK
2022-01-12,740.401123046875,749.9138730090968,738.1893970684148,745.7995970381922,21085530,HDFCBANK
2022-01-13,726.7741088867188,739.6163215437484,723.1592754547615,739.6163215437484,41963896,HDFCBANK
2022-01-14,734.9313354492188,736.619813831022,722.493402522968,727.7254153127986,11208968,HDFCBANK
2022-01-17,723.6824951171875,740.0919897485006,722.5647585444003,727.7254140843227,22989372,HDFCBANK
2022-01-18,727.3685913085938,737.666154009168,724.395857160692,729.1522317973348,12341152,HDFCBANK
2022-01-19,722.2317504882812,732.3628526288228,719.8060108107658,729.6279369589961,14317626,HDFCBANK
2022-01-20,717.7369995117188,727.0119309169397,713.5038140786304,726.9881258170541,15197846,HDFCBANK
2022-01-21,723.7300415039062,727.6303040191038,706.6070907204011,713.4562826460474,11537694,HDFCBANK
2022-01-24,707.1065673828125,723.5636148158452,698.0219018920284,718.1888873366842,11868508,HDFCBANK
2022-01-25,707.7723999023438,711.0780572785832,686.8205449567051,693.7886458927823,13594248,HDFCBANK
2022-01-27,701.54150390625,706.321683981928,682.5398091003816,689.6743715648455,28617838,HDFCBANK
2022-01-28,695.9765625,707.1302385002696,694.4307406458227,702.7543967837006,24925208,HDFCBANK
2022-01-31,706.6546020507812,709.4371278413857,697.6650998575648,700.4951197241377,12842546,HDFCBANK
2022-02-01,712.0293579101562,721.542108182837,700.8280712395866,717.4991893169476,14739484,HDFCBANK
2022-02-02,728.2962036132812,730.1036495532778,716.1198937736932,719.1401806465708,13969290,HDFCBANK
2022-02-03,720.75732421875,732.4579959215433,717.7370374956087,727.1308787749581,10564762,HDFCBANK
2022-02-04,724.8715209960938,729.0809010904223,720.1626983222618,726.9643375245986,11579958,HDFCBANK
2022-02-07,698.3072509765625,722.4934077542481,694.4307934965123,719.211497186438,12268042,HDFCBANK
2022-02-08,695.3106079101562,703.206178118259,687.082114705199,702.2311561639202,13981130,HDFCBANK
2022-02-09,712.3147583007812,713.313585508527,697.7602613931682,701.0897241264689,11308342,HDFCBANK
2022-02-10,725.3946533203125,730.3412943439366,714.2409784970176,720.1150893107914,14314530,HDFCBANK
2022-02-11,722.4220581054688,725.3472405566795,713.2184834195023,713.5752115705957,10711104,HDFCBANK
2022-02-14,700.9469604492188,713.1946260728857,698.8542018984211,708.6998749228623,14656620,HDFCBANK
2022-02-15,721.922607421875,725.2996219974043,700.6378296890821,702.0409370637402,13135066,HDFCBANK
2022-02-16,720.9475708007812,729.9846836790362,716.7857425015849,729.7944170588287,10032264,HDFCBANK
2022-02-17,716.5479125976562,723.9202940415751,714.4075437913573,719.6871085679842,7351208,HDFCBANK
2022-02-18,719.3303833007812,721.5421093550166,708.9139101230298,712.6477110600987,7796128,HDFCBANK
2022-02-21,723.9678344726562,728.0583054018553,711.3396935564448,715.3588072476773,7468066,HDFCBANK
2022-02-22,718.5455322265625,723.9678112195843,707.7247793394828,708.6047551441089,9536196,HDFCBANK
2022-02-23,713.8843383789062,725.6801135920207,711.3872414933543,725.3947427030585,9029562,HDFCBANK
2022-02-24,675.119873046875,701.5415010977686,669.2933137242217,689.6268166665427,23630766,HDFCBANK
2022-02-25,692.5757446289062,697.2370153028564,681.5171728738023,684.8941874749454,18318654,HDFCBANK
2022-02-28,678.3780517578125,684.2284168134124,672.5752969059163,678.2591423710013,24880832,HDFCBANK
2022-03-02,653.6448974609375,665.1315558068055,644.2035037869538,659.4714573982826,38505560,HDFCBANK
2022-03-03,652.0989990234375,662.0873863170132,648.2463469653018,656.8553739251402,17527922,HDFCBANK
2022-03-04,649.9586791992188,659.2336109550803,635.8798200435912,646.8670352805982,21219364,HDFCBANK
2022-03-07,630.1246337890625,633.715662365495,616.9256921049088,627.1280940741168,27054458,HDFCBANK
2022-03-08,631.551513671875,634.5004430311901,614.5236674634915,619.3751468768733,39212492,HDFCBANK
2022-03-09,652.1703491210938,653.8588273559873,627.2944854329724,632.5978550025679,23134694,HDFCBANK
2022-03-10,662.42041015625,678.7348017766328,656.4987457268377,678.7348017766328,22273206,HDFCBANK
2022-03-11,664.3704223632812,670.1493710099126,652.9075132143932,660.1847895222286,15150780,HDFCBANK
2022-03-14,686.1309204101562,689.6743966720176,673.0270836488999,673.0270836488999,25018126,HDFCBANK
2022-03-15,677.3078002929688,689.436556548215,671.4812409154484,686.5827315469807,18867928,HDFCBANK
2022-03-16,688.7945556640625,692.052661392393,683.1106518901175,688.2475608486549,13364108,HDFCBANK
2022-03-17,703.96728515625,708.6047506498716,699.4487290342597,700.1383801652347,14823954,HDFCBANK
2022-03-21,707.03515625,710.4359760473683,700.5189456092843,707.2729750042046,12257876,HDFCBANK
2022-03-22,710.6737670898438,712.5049598135698,693.0989270027054,704.561836957358,10461814,HDFCBANK
2022-03-23,703.5867309570312,722.398216212513,700.8993676260746,716.7856708144304,31188256,HDFCBANK
2022-03-24,686.178466796875,699.0206795927611,682.3258145703531,697.2845910655177,20160044,HDFCBANK
2022-03-25,680.5896606445312,690.6255995491529,674.929563195763,690.1499620838986,16366462,HDFCBANK
2022-03-28,681.493408203125,683.9666998878296,666.6534839112492,680.589685374062,15754886,HDFCBANK
2022-03-29,690.530517578125,694.5496310648167,680.16159727628,685.3936095630206,12377448,HDFCBANK
2022-03-30,702.4927978515625,705.2515186367268,691.6007453109708,700.1384153992661,20109742,HDFCBANK
2022-03-31,699.3535766601562,706.1789630767555,697.237013039462,699.6627526430442,14295714,HDFCBANK
2022-04-01,716.3101196289062,718.2126697474425,699.3298830454588,702.2312603639822,14568556,HDFCBANK
2022-04-04,788.0362548828125,819.0953496497071,743.2074192757403,751.5072706543655,97450970,HDFCBANK
2022-04-05,764.9439697265625,792.7449569360995,761.9712355056448,792.7449569360995,30922582,HDFCBANK
2022-04-06,737.6423950195312,756.1685102240006,735.9776637926485,755.1696250388968,27027860,HDFCBANK
2022-04-07,721.4231567382812,733.1238272791691,719.9724391818007,733.100080241604,40781732,HDFCBANK
2022-04-08,720.42431640625,725.7038807905826,712.1720177896111,719.2114176149829,41256322,HDFCBANK
2022-04-11,711.6251220703125,718.2126904332335,710.2457615824013,716.3101402599004,20799066,HDFCBANK
2022-04-12,710.3646240234375,716.7143731950656,704.0148748518094,705.8460676603825,27435402,HDFCBANK
2022-04-13,696.7850952148438,714.5502013407392,695.691163859955,708.6998371784712,28892520,HDFCBANK
2022-04-18,663.7283325195312,680.9464450214841,661.15993644386,674.8582617385757,45620376,HDFCBANK
2022-04-19,638.400634765625,660.9221170332797,631.1709679279387,656.8078410106541,74096022,HDFCBANK
2022-04-20,644.1559448242188,646.819503440844,635.1425785880054,644.2272440063706,49325736,HDFCBANK
2022-04-21,653.6924438476562,656.2847032867525,643.68030843123,649.2452444448392,52446270,HDFCBANK
2022-04-22,644.7742309570312,654.1680722750773,641.7063920801837,646.8670477236759,20659148,HDFCBANK
